representation_name	classifier_name	accuracy	std_accuracy	f1_micro	std_f1_micro	f1_macro	std_f1_macro	f_max	std_f_max	f1_weighted	std_f1_weighted	precision_micro	std_precision_micro	precision_macro	std_precision_macro	precision_weighted	std_precision_weighted	recall_micro	std_recall_micro	recall_macro	std_recall_macro	recall_weighted	std_recall_weighted	hamming distance	std_hamming distance	auc	std_auc	matthews correlation coefficient
m_o_d_a_l___r_e_p___a_e	Fully_Connected_Neural_Network	0.9550833333333333	0.028672480030703856	0.9650000000000001	0.07	0.8904109589041095	0.2191780821917808	0.7630519480519481	0.381535818475763	0.9491780821917807	0.10164383561643837	0.9650000000000001	0.07	0.8825	0.23500000000000001	0.936125	0.12775000000000003	0.9650000000000001	0.07	0.9	0.20000000000000004	0.9650000000000001	0.07	0.034999999999999996	0.06999999999999999	0.9	0.20000000000000004	0.799610123727425
