representation_name	classifier_name	accuracy	std_accuracy	f1_micro	std_f1_micro	f1_macro	std_f1_macro	f_max	std_f_max	f1_weighted	std_f1_weighted	precision_micro	std_precision_micro	precision_macro	std_precision_macro	precision_weighted	std_precision_weighted	recall_micro	std_recall_micro	recall_macro	std_recall_macro	recall_weighted	std_recall_weighted	hamming distance	std_hamming distance	auc	std_auc	matthews correlation coefficient
m_o_d_a_l___r_e_p___a_e	Fully_Connected_Neural_Network	[1.0, 0.9125, 0.9416666666666668, 0.95625, 0.9650000000000001]	[0.028672480030703856]	[1.0, 0.825, 1.0, 1.0, 1.0]	[0.07]	[1.0, 0.4520547945205479, 1.0, 1.0, 1.0]	[0.2191780821917808]	[0.9523809523809523, 0.0, 0.9545454545454546, 0.9583333333333334, 0.9500000000000001]	[0.381535818475763]	[1.0, 0.7458904109589041, 1.0, 1.0, 1.0]	[0.10164383561643837]	[1.0, 0.825, 1.0, 1.0, 1.0]	[0.07]	[1.0, 0.4125, 1.0, 1.0, 1.0]	[0.23500000000000001]	[1.0, 0.6806249999999999, 1.0, 1.0, 1.0]	[0.12775000000000003]	[1.0, 0.825, 1.0, 1.0, 1.0]	[0.07]	[1.0, 0.5, 1.0, 1.0, 1.0]	[0.20000000000000004]	[1.0, 0.825, 1.0, 1.0, 1.0]	[0.07]	[0.0, 0.175, 0.0, 0.0, 0.0]	[0.06999999999999999]	[1.0, 0.5, 1.0, 1.0, 1.0]	[0.20000000000000004]	[[0.9995002498750625, 0.0, 0.9995192307692308, 0.9995519713261649, 0.9994791666666667], [0.9995002498750625, 0.0, 0.9995192307692308, 0.9995519713261649, 0.9994791666666667], [0.9995002498750625, 0.0, 0.9995192307692308, 0.9995519713261649, 0.9994791666666667], [0.9995002498750625, 0.0, 0.9995192307692308, 0.9995519713261649, 0.9994791666666667], [0.9995002498750625, 0.0, 0.9995192307692308, 0.9995519713261649, 0.9994791666666667]]
